Id,SalePrice
2549,152570.24
2550,522092.59
2551,139538.56
2552,128524.72
2553,75631.55
2554,95751.57
2555,113405.57
2556,98406.6
2557,106995.54
2558,146842.67
2559,141945.74
2560,155066.76
2561,146078.56
2562,139530.88
2563,151011.25
2564,201821.81
2565,138667.23
2566,155081.62
2567,144057.87
2568,204429.43
2569,228189.85
2570,117742.6
2571,191733.6
2572,154352.93
2573,220255.67
2574,292013.69
2575,131605.02
2576,118297.39
2577,154175.27
2578,82719.38
2579,62944.83
2580,86716.71
2581,94526.54
2582,101078.99
2583,272848.2
2584,172493.52
2585,184452.19
2586,221820.9
2587,200391.05
2588,137785.77
2589,150887.25
2590,201206.79
2591,225083.18
2592,210004.01
2593,255813.02
2594,184920.59
2595,208384.25
2596,288690.77
2597,186479.8
2598,279826.04
2599,343027.85
2600,153729.81
2601,143362.27
2602,85487.24
2603,94427.47
2604,90592.74
2605,82122.16
2606,144353.36
2607,197992.88
2608,198123.81
2609,173516.05
2610,110838.54
2611,124992.47
2612,161476.32
2613,130371.32
2614,124304.89
2615,153004.92
2616,144103.07
2617,183939.81
2618,195169.36
2619,199359.57
2620,188255.41
2621,176219.67
2622,176357.49
2623,243520.41
2624,298268.07
2625,292988.38
2626,172892.74
2627,169098.21
2628,481335.32
2629,498697.77
2630,390274.84
2631,471085.75
2632,417110.94
2633,315169.68
2634,431827.31
2635,158753.13
2636,173831.92
2637,179422.67
2638,254618.62
2639,192818.26
2640,151064.27
2641,103703.34
2642,186706.75
2643,103849.65
2644,118711.74
2645,110575.1
2646,95401.62
2647,104153.54
2648,141133.3
2649,154467.89
2650,135903.87
2651,138372.87
2652,399185.7
2653,255900.91
2654,252422.41
2655,407686.8
2656,328542.31
2657,350646.27
2658,309469.36
2659,311742.51
2660,366444.16
2661,355950.0
2662,365321.16
2663,295321.23
2664,278417.44
2665,330175.02
2666,283431.45
2667,170629.61
2668,182482.1
2669,180013.94
2670,276570.6
2671,190290.39
2672,193044.02
2673,199619.19
2674,193172.75
2675,173079.77
2676,194977.69
2677,197929.55
2678,247201.43
2679,279207.11
2680,292094.01
2681,403669.85
2682,322711.91
2683,507397.59
2684,322511.59
2685,331403.43
2686,246654.56
2687,311065.05
2688,217704.06
2689,209659.69
2690,412949.37
2691,187919.11
2692,141534.68
2693,198191.96
2694,139627.8
2695,192813.36
2696,186597.93
2697,183939.18
2698,192763.78
2699,168381.63
2700,154060.65
2701,150494.99
2702,112266.83
2703,128204.4
2704,140300.09
2705,115157.57
2706,112520.82
2707,124132.67
2708,132958.63
2709,104906.61
2710,127909.37
2711,259743.19
2712,393458.25
2713,169121.09
2714,150601.78
2715,171266.34
2716,146378.25
2717,190316.89
2718,220153.01
2719,151834.15
2720,174552.6
2721,130812.82
2722,159046.53
2723,143945.1
2724,125548.28
2725,130040.64
2726,147585.73
2727,174067.84
2728,186119.69
2729,149709.29
2730,146803.97
2731,134240.29
2732,134658.73
2733,159249.62
2734,140478.71
2735,132428.12
2736,135336.94
2737,121554.49
2738,138483.29
2739,158143.52
2740,135740.9
2741,146317.01
2742,154071.24
2743,154946.24
2744,162630.08
2745,140140.75
2746,137884.73
2747,153416.69
2748,127578.94
2749,128150.69
2750,127590.82
2751,134982.6
2752,203583.29
2753,145369.07
2754,204984.09
2755,136128.14
2756,96049.32
2757,72120.63
2758,87136.49
2759,163700.48
2760,121483.15
2761,141192.79
2762,143910.21
2763,185333.33
2764,152932.15
2765,289461.55
2766,127447.6
2767,87379.89
2768,131129.04
2769,132926.94
2770,143001.08
2771,105726.08
2772,110792.33
2773,164717.61
2774,140449.06
2775,117079.3
2776,143480.53
2777,146517.91
2778,105450.85
2779,123290.45
2780,98201.37
2781,96436.93
2782,95740.25
2783,98628.77
2784,122044.47
2785,137004.14
2786,69127.76
2787,126099.71
2788,74579.12
2789,174553.53
2790,93779.36
2791,111049.91
2792,54169.02
2793,157268.87
2794,101442.39
2795,120457.53
2796,98492.07
2797,195209.3
2798,108084.14
2799,117716.58
2800,69135.32
2801,112495.51
2802,128883.69
2803,168481.72
2804,129954.78
2805,99538.96
2806,84420.81
2807,160816.91
2808,146356.9
2809,131087.92
2810,124600.75
2811,158900.11
2812,167818.76
2813,156385.32
2814,161693.7
2815,98666.03
2816,237021.23
2817,155333.09
2818,130402.46
2819,167038.69
2820,135254.72
2821,105300.88
2822,195716.24
2823,309680.2
2824,166480.76
2825,150168.99
2826,129744.44
2827,138274.43
2828,211198.7
2829,213461.78
2830,227460.69
2831,176617.02
2832,238913.16
2833,304106.55
2834,220149.57
2835,226399.38
2836,191373.03
2837,157370.81
2838,150976.08
2839,173001.55
2840,205127.63
2841,205701.87
2842,230438.39
2843,148661.88
2844,171155.67
2845,127214.89
2846,208718.23
2847,208624.31
2848,218212.94
2849,197110.54
2850,282536.84
2851,215606.44
2852,241277.32
2853,234137.09
2854,137737.41
2855,199562.61
2856,200154.5
2857,190372.18
2858,205434.63
2859,107184.44
2860,121926.83
2861,124529.41
2862,185552.93
2863,127319.95
2864,240798.19
2865,142684.03
2866,142727.51
2867,97962.35
2868,93679.82
2869,98599.32
2870,120414.9
2871,84912.75
2872,50759.26
2873,97607.0
2874,139004.01
2875,113653.12
2876,164542.85
2877,146458.1
2878,163801.34
2879,134695.26
2880,104074.15
2881,145292.7
2882,176353.75
2883,194207.32
2884,202674.47
2885,186167.69
2886,228884.94
2887,100148.37
2888,142573.23
2889,58609.86
2890,81042.78
2891,136057.9
2892,42949.92
2893,72266.71
2894,55583.05
2895,321743.34
2896,278624.3
2897,207841.46
2898,150650.18
2899,215719.99
2900,158197.0
2901,212613.49
2902,183048.16
2903,332327.91
2904,348628.32
2905,86067.8
2906,197313.8
2907,114176.16
2908,130090.03
2909,154507.02
2910,78089.54
2911,83200.39
2912,148573.66
2913,83993.66
2914,80022.0
2915,87368.57
2916,84999.65
2917,164746.35
2918,118968.04
2919,228627.91
